Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;
83781;30/12/2013;1200;0;;22.1;
83781;31/12/2013;0000;;30.2;;
83781;31/12/2013;1200;0;;23;
83781;01/01/2014;0000;;32.3;;
83781;01/01/2014;1200;0;;23.2;
83781;02/01/2014;0000;;31.9;;
83781;02/01/2014;1200;1;;21.5;
83781;03/01/2014;0000;;35.5;;
83781;03/01/2014;1200;0;;24.2;
83781;04/01/2014;0000;;30.7;;
83781;04/01/2014;1200;0;;21.1;
83781;05/01/2014;0000;;29.5;;
83781;05/01/2014;1200;2.6;;20.1;
83781;06/01/2014;0000;;31.1;;
83781;06/01/2014;1200;20.4;;19.5;
83781;07/01/2014;0000;;32.9;;
83781;07/01/2014;1200;0;;19.7;
83781;08/01/2014;0000;;32.8;;
83781;08/01/2014;1200;0;;21;
83781;09/01/2014;0000;;32.6;;
83781;09/01/2014;1200;0;;17.1;
83781;10/01/2014;0000;;33.2;;
83781;10/01/2014;1200;28.5;;17.1;
83781;11/01/2014;0000;;32.9;;
83781;11/01/2014;1200;1;;20.9;
83781;12/01/2014;0000;;31.3;;
83781;12/01/2014;1200;1.2;;17.3;
83781;13/01/2014;0000;;30.5;;
83781;13/01/2014;1200;13.6;;16.5;
83781;14/01/2014;0000;;31.7;;
83781;14/01/2014;1200;17.8;;16.4;
83781;15/01/2014;0000;;31.7;;
83781;15/01/2014;1200;21.3;;18.2;
83781;16/01/2014;0000;;27.9;;
83781;16/01/2014;1200;1.8;;17.1;
83781;17/01/2014;0000;;28.5;;
83781;17/01/2014;1200;22.2;;17.2;
83781;18/01/2014;0000;;28.9;;
83781;18/01/2014;1200;29;;18.5;
83781;19/01/2014;0000;;28.8;;
83781;19/01/2014;1200;0;;18.3;
83781;20/01/2014;0000;;31.8;;
83781;20/01/2014;1200;0;;18.7;
83781;21/01/2014;0000;;32.3;;
83781;21/01/2014;1200;1.2;;19.9;
83781;22/01/2014;0000;;32.5;;
83781;22/01/2014;1200;7.7;;21.9;
83781;23/01/2014;0000;;31.7;;
83781;23/01/2014;1200;11.2;;21.7;
83781;24/01/2014;0000;;32.3;;
83781;24/01/2014;1200;0;;16.5;
83781;25/01/2014;0000;;32.5;;
83781;25/01/2014;1200;57.4;;16.5;
83781;26/01/2014;0000;;32.1;;
83781;26/01/2014;1200;0;;21.7;
83781;27/01/2014;0000;;33.2;;
83781;27/01/2014;1200;0;;21.9;
83781;28/01/2014;0000;;33.6;;
83781;28/01/2014;1200;0;;21.4;
83781;29/01/2014;0000;;34;;
83781;29/01/2014;1200;0;;21.5;
83781;30/01/2014;0000;;34.3;;
83781;30/01/2014;1200;0;;21.4;
83781;31/01/2014;0000;;34.5;;
83781;31/01/2014;1200;0;;21.5;
83781;01/02/2014;0000;;35.9;;
83781;01/02/2014;1200;0;;21.3;
83781;02/02/2014;0000;;34.5;;
83781;02/02/2014;1200;0;;23.8;
83781;03/02/2014;0000;;35;;
83781;03/02/2014;1200;0;;24.7;
83781;04/02/2014;0000;;34.7;;
83781;04/02/2014;1200;0;;25.4;
83781;05/02/2014;0000;;35.5;;
83781;05/02/2014;1200;0;;23.4;
83781;06/02/2014;0000;;35.2;;
83781;06/02/2014;1200;0;;22.6;
83781;07/02/2014;0000;;36.4;;
83781;07/02/2014;1200;0;;23.4;
83781;08/02/2014;0000;;36.3;;
83781;08/02/2014;1200;0;;23.5;
83781;09/02/2014;0000;;36;;
83781;09/02/2014;1200;3;;22.3;
83781;10/02/2014;0000;;34.7;;
83781;10/02/2014;1200;6.8;;22.3;
83781;11/02/2014;0000;;33.3;;
83781;11/02/2014;1200;0;;22.2;
83781;12/02/2014;0000;;33.8;;
83781;12/02/2014;1200;0;;22;
83781;13/02/2014;0000;;33.9;;
83781;13/02/2014;1200;0;;23.2;
83781;14/02/2014;0000;;32.1;;
83781;14/02/2014;1200;0;;17.9;
83781;15/02/2014;0000;;22.8;;
83781;15/02/2014;1200;57.4;;17.7;
83781;16/02/2014;0000;;24.3;;
83781;16/02/2014;1200;71.2;;19.3;
83781;17/02/2014;0000;;25.8;;
83781;17/02/2014;1200;13.3;;19.2;
83781;18/02/2014;0000;;25.5;;
83781;18/02/2014;1200;3.3;;18.6;
83781;19/02/2014;0000;;28.2;;
83781;19/02/2014;1200;0;;17.1;
83781;20/02/2014;0000;;31.5;;
83781;20/02/2014;1200;0;;18.5;
83781;21/02/2014;0000;;31.5;;
83781;21/02/2014;1200;0;;19.9;
83781;22/02/2014;0000;;31.9;;
83781;22/02/2014;1200;7.8;;20.9;
83781;23/02/2014;0000;;31;;
83781;23/02/2014;1200;7.6;;20.8;
83781;24/02/2014;0000;;27.4;;
83781;24/02/2014;1200;0;;21;
83781;25/02/2014;0000;;30.1;;
83781;25/02/2014;1200;4.2;;20.2;
83781;26/02/2014;0000;;32.9;;
83781;26/02/2014;1200;2.8;;18.7;
83781;27/02/2014;0000;;33.5;;
83781;27/02/2014;1200;0.2;;22.6;
83781;28/02/2014;0000;;27.6;;
83781;28/02/2014;1200;20;;19.5;
83781;01/03/2014;0000;;27.8;;
83781;01/03/2014;1200;32.2;;17.7;
83781;02/03/2014;0000;;27.6;;
83781;02/03/2014;1200;9;;19.1;
83781;03/03/2014;0000;;28.3;;
83781;03/03/2014;1200;0;;19.3;
83781;04/03/2014;0000;;29.9;;
83781;04/03/2014;1200;0;;20;
83781;05/03/2014;0000;;24.3;;
83781;05/03/2014;1200;1;;20.7;
83781;06/03/2014;0000;;30.1;;
83781;06/03/2014;1200;6.6;;20.1;
83781;07/03/2014;0000;;29;;
83781;07/03/2014;1200;5;;18.2;
83781;08/03/2014;0000;;26.3;;
83781;08/03/2014;1200;87.1;;17.7;
83781;09/03/2014;0000;;30;;
83781;09/03/2014;1200;4;;18.1;
83781;10/03/2014;0000;;31.1;;
83781;10/03/2014;1200;0;;19.2;
83781;11/03/2014;0000;;30.3;;
83781;11/03/2014;1200;0;;21.4;
83781;12/03/2014;0000;;27.5;;
83781;12/03/2014;1200;2;;20.4;
83781;13/03/2014;0000;;29.6;;
83781;13/03/2014;1200;14.4;;19.9;
83781;14/03/2014;0000;;32.6;;
83781;14/03/2014;1200;0;;20.7;
83781;15/03/2014;0000;;32.7;;
83781;15/03/2014;1200;0;;21.6;
83781;16/03/2014;0000;;33.5;;
83781;16/03/2014;1200;15.2;;20.9;
83781;17/03/2014;0000;;31.6;;
83781;17/03/2014;1200;25.2;;20.7;
83781;18/03/2014;0000;;31.2;;
83781;18/03/2014;1200;0;;21.7;
83781;19/03/2014;0000;;31.3;;
83781;19/03/2014;1200;0.8;;21.3;
83781;20/03/2014;0000;;31.1;;
83781;20/03/2014;1200;0;;21.3;
83781;21/03/2014;0000;;31.1;;
83781;21/03/2014;1200;5.2;;20.4;
83781;22/03/2014;0000;;27.3;;
83781;22/03/2014;1200;8.2;;19.9;
83781;23/03/2014;0000;;21.1;;
83781;23/03/2014;1200;5.6;;17.1;
83781;24/03/2014;0000;;24.5;;
83781;24/03/2014;1200;0;;17.1;
83781;25/03/2014;0000;;25.1;;
83781;25/03/2014;1200;0;;16.2;
83781;26/03/2014;0000;;25;;
83781;26/03/2014;1200;0;;17.5;
83781;27/03/2014;0000;;27.3;;
83781;27/03/2014;1200;0;;18.3;
83781;28/03/2014;0000;;28.7;;
83781;28/03/2014;1200;0;;18.6;
83781;29/03/2014;0000;;28.6;;
83781;29/03/2014;1200;0;;19;
83781;30/03/2014;0000;;29.5;;
83781;30/03/2014;1200;0;;19.7;
83781;31/03/2014;0000;;29.8;;
83781;31/03/2014;1200;5.4;;19.9;
83781;01/04/2014;0000;;29.3;;
83781;01/04/2014;1200;0.1;;19.9;
83781;02/04/2014;0000;;27.1;;
83781;02/04/2014;1200;0;;20.1;
83781;03/04/2014;0000;;26.7;;
83781;03/04/2014;1200;0;;19.6;
83781;04/04/2014;0000;;26.8;;
83781;04/04/2014;1200;0;;20.1;
83781;05/04/2014;0000;;28.5;;
83781;05/04/2014;1200;0;;16.3;
83781;06/04/2014;0000;;31.7;;
83781;06/04/2014;1200;0;;17.6;
83781;07/04/2014;0000;;31.9;;
83781;07/04/2014;1200;0;;18;
83781;08/04/2014;0000;;30;;
83781;08/04/2014;1200;0;;17.4;
83781;09/04/2014;0000;;30.3;;
83781;09/04/2014;1200;0;;20.1;
83781;10/04/2014;0000;;28.1;;
83781;10/04/2014;1200;0;;20.9;
83781;11/04/2014;0000;;30.6;;
83781;11/04/2014;1200;0;;18.5;
83781;12/04/2014;0000;;31;;
83781;12/04/2014;1200;2.1;;19.9;
83781;13/04/2014;0000;;26.8;;
83781;13/04/2014;1200;49.8;;19.8;
83781;14/04/2014;0000;;20.6;;
83781;14/04/2014;1200;0;;16.7;
83781;15/04/2014;0000;;19.3;;
83781;15/04/2014;1200;1.6;;16.1;
83781;16/04/2014;0000;;23.7;;
83781;16/04/2014;1200;25.9;;16.7;
83781;17/04/2014;0000;;27.5;;
83781;17/04/2014;1200;0;;18.7;
83781;18/04/2014;0000;;29.6;;
83781;18/04/2014;1200;0;;18.9;
83781;19/04/2014;0000;;30.6;;
83781;19/04/2014;1200;0;;17.7;
83781;20/04/2014;0000;;26.3;;
83781;20/04/2014;1200;0;;19.1;
83781;21/04/2014;0000;;26.8;;
83781;21/04/2014;1200;0.2;;18.6;
83781;22/04/2014;0000;;23.7;;
83781;22/04/2014;1200;0;;18;
83781;23/04/2014;0000;;24.1;;
83781;23/04/2014;1200;0;;18.2;
83781;24/04/2014;0000;;21.3;;
83781;24/04/2014;1200;0;;17.5;
83781;25/04/2014;0000;;23.6;;
83781;25/04/2014;1200;0;;16.2;
83781;26/04/2014;0000;;20.9;;
83781;26/04/2014;1200;0;;15.2;
83781;27/04/2014;0000;;21.9;;
83781;27/04/2014;1200;0;;14;
83781;28/04/2014;0000;;22.4;;
83781;28/04/2014;1200;0;;14.5;
83781;29/04/2014;0000;;24.7;;
83781;29/04/2014;1200;0;;12.1;
83781;30/04/2014;0000;;26.5;;
83781;30/04/2014;1200;0;;12;
83781;01/05/2014;0000;;23.1;;
83781;01/05/2014;1200;0;;16.9;
83781;02/05/2014;0000;;26.4;;
83781;02/05/2014;1200;0;;16.3;
83781;03/05/2014;0000;;26;;
83781;03/05/2014;1200;0;;16.9;
83781;04/05/2014;0000;;27;;
83781;04/05/2014;1200;0;;15.5;
83781;05/05/2014;0000;;27.2;;
83781;05/05/2014;1200;0;;16.5;
83781;06/05/2014;0000;;27.1;;
83781;06/05/2014;1200;0;;17.2;
83781;07/05/2014;0000;;27.7;;
83781;07/05/2014;1200;0;;18.4;
83781;08/05/2014;0000;;27.3;;
83781;08/05/2014;1200;0;;16.4;
83781;09/05/2014;0000;;23.6;;
83781;09/05/2014;1200;0;;16.3;
83781;10/05/2014;0000;;21;;
83781;10/05/2014;1200;0;;14.2;
83781;11/05/2014;0000;;20.6;;
83781;11/05/2014;1200;0;;13.7;
83781;12/05/2014;0000;;23.9;;
83781;12/05/2014;1200;0;;12.4;
83781;13/05/2014;0000;;25.3;;
83781;13/05/2014;1200;0;;13.8;
83781;14/05/2014;0000;;25.3;;
83781;14/05/2014;1200;0;;14.7;
83781;15/05/2014;0000;;25.7;;
83781;15/05/2014;1200;0;;14.7;
83781;16/05/2014;0000;;25.9;;
83781;16/05/2014;1200;0;;14.7;
83781;17/05/2014;0000;;23.1;;
83781;17/05/2014;1200;0;;17.1;
83781;18/05/2014;0000;;25.7;;
83781;18/05/2014;1200;0;;16.1;
83781;19/05/2014;0000;;22.9;;
83781;19/05/2014;1200;8;;15.2;
83781;20/05/2014;0000;;24.5;;
83781;20/05/2014;1200;0;;15.2;
83781;21/05/2014;0000;;26.7;;
83781;21/05/2014;1200;0;;14.4;
83781;22/05/2014;0000;;27.1;;
83781;22/05/2014;1200;0;;15.9;
83781;23/05/2014;0000;;21.9;;
83781;23/05/2014;1200;14.8;;16;
83781;24/05/2014;0000;;16.8;;
83781;24/05/2014;1200;10.5;;14.3;
83781;25/05/2014;0000;;17;;
83781;25/05/2014;1200;0.7;;14.1;
83781;26/05/2014;0000;;21.3;;
83781;26/05/2014;1200;11.6;;14.9;
83781;27/05/2014;0000;;17.9;;
83781;27/05/2014;1200;0;;11.5;
83781;28/05/2014;0000;;18.4;;
83781;28/05/2014;1200;0.4;;12.6;
83781;29/05/2014;0000;;18.3;;
83781;29/05/2014;1200;0;;12.1;
83781;30/05/2014;0000;;21.4;;
83781;30/05/2014;1200;0;;11.6;
83781;31/05/2014;0000;;24.7;;
83781;31/05/2014;1200;0;;12.7;
83781;01/06/2014;0000;;21.6;;
83781;01/06/2014;1200;0;;13.4;
83781;02/06/2014;0000;;20.8;;
83781;02/06/2014;1200;0;;14;
83781;03/06/2014;0000;;19.5;;
83781;03/06/2014;1200;0;;9.8;
83781;04/06/2014;0000;;23.4;;
83781;04/06/2014;1200;0;;9.6;
83781;05/06/2014;0000;;25.9;;
83781;05/06/2014;1200;0;;12.1;
83781;06/06/2014;0000;;23.1;;
83781;06/06/2014;1200;4;;16.1;
83781;07/06/2014;0000;;27.8;;
83781;07/06/2014;1200;5.5;;17.1;
83781;08/06/2014;0000;;27.8;;
83781;08/06/2014;1200;0;;16.2;
83781;09/06/2014;0000;;24.3;;
83781;09/06/2014;1200;0;;17.5;
83781;10/06/2014;0000;;18.5;;
83781;10/06/2014;1200;0;;15.5;
83781;11/06/2014;0000;;22.1;;
83781;11/06/2014;1200;0;;15.2;
83781;12/06/2014;0000;;25.1;;
83781;12/06/2014;1200;0;;15.3;
83781;13/06/2014;0000;;27.3;;
83781;13/06/2014;1200;0;;15.1;
83781;14/06/2014;0000;;26.3;;
83781;14/06/2014;1200;0;;15.5;
83781;15/06/2014;0000;;21.3;;
83781;15/06/2014;1200;0;;16.1;
83781;16/06/2014;0000;;26.2;;
83781;16/06/2014;1200;0;;16.7;
83781;17/06/2014;0000;;26.3;;
83781;17/06/2014;1200;0;;15.7;
83781;18/06/2014;0000;;25.6;;
83781;18/06/2014;1200;0;;15.2;
83781;19/06/2014;0000;;16.8;;
83781;19/06/2014;1200;0.2;;12.6;
83781;20/06/2014;0000;;16.6;;
83781;20/06/2014;1200;0;;12.5;
83781;21/06/2014;0000;;18.7;;
83781;21/06/2014;1200;0;;13.7;
83781;22/06/2014;0000;;22.4;;
83781;22/06/2014;1200;0;;14.6;
83781;23/06/2014;0000;;24.7;;
83781;23/06/2014;1200;0;;13.9;
83781;24/06/2014;0000;;25.7;;
83781;24/06/2014;1200;0;;13.3;
83781;25/06/2014;0000;;26.1;;
83781;25/06/2014;1200;0;;14.6;
83781;26/06/2014;0000;;26.6;;
83781;26/06/2014;1200;0;;14.4;
83781;27/06/2014;0000;;27.2;;
83781;27/06/2014;1200;0;;15.1;
83781;28/06/2014;0000;;27.6;;
83781;28/06/2014;1200;0;;15.9;
83781;29/06/2014;0000;;22.3;;
83781;29/06/2014;1200;0;;17.2;
83781;30/06/2014;0000;;22;;
83781;30/06/2014;1200;0;;12.1;
83781;01/07/2014;0000;;22.4;;
83781;01/07/2014;1200;0;;11.7;
83781;02/07/2014;0000;;26.6;;
83781;02/07/2014;1200;0;;12;
83781;03/07/2014;0000;;28.8;;
83781;03/07/2014;1200;0;;15.8;
83781;04/07/2014;0000;;29.1;;
83781;04/07/2014;1200;0;;15.9;
83781;05/07/2014;0000;;26.8;;
83781;05/07/2014;1200;0;;15.9;
83781;06/07/2014;0000;;25.7;;
83781;06/07/2014;1200;0;;15.9;
83781;07/07/2014;0000;;22.2;;
83781;07/07/2014;1200;0;;15.7;
83781;08/07/2014;0000;;18.7;;
83781;08/07/2014;1200;4.4;;15.4;
83781;09/07/2014;0000;;19.7;;
83781;09/07/2014;1200;1.5;;14.1;
83781;10/07/2014;0000;;18.6;;
83781;10/07/2014;1200;4.6;;14.1;
83781;11/07/2014;0000;;18.3;;
83781;11/07/2014;1200;3.5;;13.5;
83781;12/07/2014;0000;;19.8;;
83781;12/07/2014;1200;0;;13.5;
83781;13/07/2014;0000;;21.5;;
83781;13/07/2014;1200;0;;13.4;
83781;14/07/2014;0000;;20.6;;
83781;14/07/2014;1200;0;;12.7;
83781;15/07/2014;0000;;21.7;;
83781;15/07/2014;1200;0;;12.7;
83781;16/07/2014;0000;;23.5;;
83781;16/07/2014;1200;0;;12.1;
83781;17/07/2014;0000;;26.7;;
83781;17/07/2014;1200;0;;13.8;
83781;18/07/2014;0000;;22.5;;
83781;18/07/2014;1200;0;;16.3;
83781;19/07/2014;0000;;20;;
83781;19/07/2014;1200;0;;11.9;
83781;20/07/2014;0000;;20;;
83781;20/07/2014;1200;0;;11.3;
83781;21/07/2014;0000;;21.1;;
83781;21/07/2014;1200;0;;10.5;
83781;22/07/2014;0000;;24.8;;
83781;22/07/2014;1200;0;;10.5;
83781;23/07/2014;0000;;26.8;;
83781;23/07/2014;1200;0;;12.9;
83781;24/07/2014;0000;;23.3;;
83781;24/07/2014;1200;0;;16.1;
83781;25/07/2014;0000;;17.8;;
83781;25/07/2014;1200;3.4;;13.5;
83781;26/07/2014;0000;;15.4;;
83781;26/07/2014;1200;0;;12.3;
83781;27/07/2014;0000;;15.4;;
83781;27/07/2014;1200;2.2;;12.7;
83781;28/07/2014;0000;;16.5;;
83781;28/07/2014;1200;1.8;;12.5;
83781;29/07/2014;0000;;19.3;;
83781;29/07/2014;1200;0;;13.3;
83781;30/07/2014;0000;;22.8;;
83781;30/07/2014;1200;0;;12.2;
83781;31/07/2014;0000;;24.8;;
83781;31/07/2014;1200;0;;11.2;
83781;01/08/2014;0000;;26.3;;
83781;01/08/2014;1200;0;;12;
83781;02/08/2014;0000;;27.1;;
83781;02/08/2014;1200;0;;14.9;
83781;03/08/2014;0000;;29.8;;
83781;03/08/2014;1200;0;;14.5;
83781;04/08/2014;0000;;29.3;;
83781;04/08/2014;1200;0;;15.6;
83781;05/08/2014;0000;;24.2;;
83781;05/08/2014;1200;0.1;;10.9;
83781;06/08/2014;0000;;23.3;;
83781;06/08/2014;1200;0;;9.7;
83781;07/08/2014;0000;;27.7;;
83781;07/08/2014;1200;0;;9.3;
83781;08/08/2014;0000;;20.6;;
83781;08/08/2014;1200;0;;14.1;
83781;09/08/2014;0000;;20;;
83781;09/08/2014;1200;0;;15;
83781;10/08/2014;0000;;25.3;;
83781;10/08/2014;1200;0;;13.9;
83781;11/08/2014;0000;;27.6;;
83781;11/08/2014;1200;0;;14.1;
83781;12/08/2014;0000;;29.6;;
83781;12/08/2014;1200;0;;14.8;
83781;13/08/2014;0000;;23.3;;
83781;13/08/2014;1200;0;;10.6;
83781;14/08/2014;0000;;12.6;;
83781;14/08/2014;1200;14.3;;9;
83781;15/08/2014;0000;;20;;
83781;15/08/2014;1200;0;;10.4;
83781;16/08/2014;0000;;21.9;;
83781;16/08/2014;1200;0;;13.5;
83781;17/08/2014;0000;;23.5;;
83781;17/08/2014;1200;10;;14.3;
83781;18/08/2014;0000;;23.8;;
83781;18/08/2014;1200;0;;16.4;
83781;19/08/2014;0000;;21.2;;
83781;19/08/2014;1200;0;;12.8;
83781;20/08/2014;0000;;23.6;;
83781;20/08/2014;1200;0;;13.2;
83781;21/08/2014;0000;;28.3;;
83781;21/08/2014;1200;0;;14;
83781;22/08/2014;0000;;29;;
83781;22/08/2014;1200;0;;14.3;
83781;23/08/2014;0000;;28.8;;
83781;23/08/2014;1200;0;;15.1;
83781;24/08/2014;0000;;30.4;;
83781;24/08/2014;1200;0;;16.1;
83781;25/08/2014;0000;;31.3;;
83781;25/08/2014;1200;0;;15.2;
83781;26/08/2014;0000;;24.2;;
83781;26/08/2014;1200;0;;18.9;
83781;27/08/2014;0000;;23.9;;
83781;27/08/2014;1200;5.2;;13.5;
83781;28/08/2014;0000;;21;;
83781;28/08/2014;1200;0;;11;
83781;29/08/2014;0000;;18.4;;
83781;29/08/2014;1200;0;;11.8;
83781;30/08/2014;0000;;24.9;;
83781;30/08/2014;1200;0;;11.6;
83781;31/08/2014;0000;;31;;
83781;31/08/2014;1200;0;;11.6;
83781;01/09/2014;0000;;26.2;;
83781;01/09/2014;1200;10.8;;15.2;
83781;02/09/2014;0000;;30.1;;
83781;02/09/2014;1200;0;;16.1;
83781;03/09/2014;0000;;25.7;;
83781;03/09/2014;1200;17.6;;15.1;
83781;04/09/2014;0000;;18.7;;
83781;04/09/2014;1200;0.1;;13.7;
83781;05/09/2014;0000;;22.2;;
83781;05/09/2014;1200;0;;12.7;
83781;06/09/2014;0000;;27.3;;
83781;06/09/2014;1200;0;;11.3;
83781;07/09/2014;0000;;28.5;;
83781;07/09/2014;1200;0;;13.6;
83781;08/09/2014;0000;;28.1;;
83781;08/09/2014;1200;0;;17.3;
83781;09/09/2014;0000;;31;;
83781;09/09/2014;1200;0;;15.9;
83781;10/09/2014;0000;;31.6;;
83781;10/09/2014;1200;0;;13.7;
83781;11/09/2014;0000;;32.9;;
83781;11/09/2014;1200;0;;18.1;
83781;12/09/2014;0000;;29.2;;
83781;12/09/2014;1200;0;;16.7;
83781;13/09/2014;0000;;29.2;;
83781;13/09/2014;1200;0;;14.3;
83781;14/09/2014;0000;;32.1;;
83781;14/09/2014;1200;0;;15.3;
83781;15/09/2014;0000;;32.3;;
83781;15/09/2014;1200;0;;17.8;
83781;16/09/2014;0000;;23.7;;
83781;16/09/2014;1200;0;;16.3;
83781;17/09/2014;0000;;22.7;;
83781;17/09/2014;1200;0;;15;
83781;18/09/2014;0000;;26.5;;
83781;18/09/2014;1200;0;;15.6;
83781;19/09/2014;0000;;22.4;;
83781;19/09/2014;1200;2;;16.9;
83781;20/09/2014;0000;;22.7;;
83781;20/09/2014;1200;1.2;;18.5;
83781;21/09/2014;0000;;21.7;;
83781;21/09/2014;1200;4.8;;16;
83781;22/09/2014;0000;;21.2;;
83781;22/09/2014;1200;0;;12.6;
83781;23/09/2014;0000;;29.1;;
83781;23/09/2014;1200;0;;11.6;
83781;24/09/2014;0000;;32.1;;
83781;24/09/2014;1200;0;;15.6;
83781;25/09/2014;0000;;27.3;;
83781;25/09/2014;1200;0;;17.4;
83781;26/09/2014;0000;;26.8;;
83781;26/09/2014;1200;0.1;;17.9;
83781;27/09/2014;0000;;20.9;;
83781;27/09/2014;1200;20.8;;17.4;
83781;28/09/2014;0000;;25.1;;
83781;28/09/2014;1200;0;;17.3;
83781;29/09/2014;0000;;30.7;;
83781;29/09/2014;1200;0;;18.1;
83781;30/09/2014;0000;;29.9;;
83781;30/09/2014;1200;1.3;;19.5;
83781;01/10/2014;0000;;29.9;;
83781;01/10/2014;1200;2;;19;
83781;02/10/2014;0000;;19.7;;
83781;02/10/2014;1200;1.4;;14.5;
83781;03/10/2014;0000;;20.2;;
83781;03/10/2014;1200;0.4;;11.6;
83781;04/10/2014;0000;;19.3;;
83781;04/10/2014;1200;0;;11.1;
83781;05/10/2014;0000;;21.5;;
83781;05/10/2014;1200;0;;10.9;
83781;06/10/2014;0000;;25.1;;
83781;06/10/2014;1200;0;;10.7;
83781;07/10/2014;0000;;25.9;;
83781;07/10/2014;1200;0;;13.6;
83781;08/10/2014;0000;;27.7;;
83781;08/10/2014;1200;0;;14.5;
83781;09/10/2014;0000;;31.9;;
83781;09/10/2014;1200;0;;15.4;
83781;10/10/2014;0000;;34.4;;
83781;10/10/2014;1200;0;;18.2;
83781;11/10/2014;0000;;33.7;;
83781;11/10/2014;1200;0;;20.1;
83781;12/10/2014;0000;;35;;
83781;12/10/2014;1200;0;;18.6;
83781;13/10/2014;0000;;36;;
83781;13/10/2014;1200;0;;21.7;
83781;14/10/2014;0000;;30.5;;
83781;14/10/2014;1200;0;;19.5;
83781;15/10/2014;0000;;28.3;;
83781;15/10/2014;1200;0;;18.3;
83781;16/10/2014;0000;;34.8;;
83781;16/10/2014;1200;0;;18.2;
83781;17/10/2014;0000;;37.8;;
83781;17/10/2014;1200;0;;19;
83781;18/10/2014;0000;;29.9;;
83781;18/10/2014;1200;3.8;;18.9;
83781;19/10/2014;0000;;35.9;;
83781;19/10/2014;1200;0;;19.2;
83781;20/10/2014;0000;;24.4;;
83781;20/10/2014;1200;4.8;;17.5;
83781;21/10/2014;0000;;20;;
83781;21/10/2014;1200;1.4;;14.8;
83781;22/10/2014;0000;;20.8;;
83781;22/10/2014;1200;0;;15;
83781;23/10/2014;0000;;28.7;;
83781;23/10/2014;1200;0;;15.4;
83781;24/10/2014;0000;;31.5;;
83781;24/10/2014;1200;0;;16.4;
83781;25/10/2014;0000;;26.3;;
83781;25/10/2014;1200;0;;18.3;
83781;26/10/2014;0000;;26.3;;
83781;26/10/2014;1200;0;;18.1;
83781;27/10/2014;0000;;25.8;;
83781;27/10/2014;1200;11.4;;16.7;
83781;28/10/2014;0000;;27.7;;
83781;28/10/2014;1200;0;;14.2;
83781;29/10/2014;0000;;32.1;;
83781;29/10/2014;1200;0;;14.7;
83781;30/10/2014;0000;;33.8;;
83781;30/10/2014;1200;0;;18.8;
83781;31/10/2014;0000;;34.2;;
83781;31/10/2014;1200;0;;23.2;
83781;01/11/2014;0000;;32.2;;
83781;01/11/2014;1200;5.6;;20.3;
83781;02/11/2014;0000;;29.9;;
83781;02/11/2014;1200;8.2;;19.9;
83781;03/11/2014;0000;;30.5;;
83781;03/11/2014;1200;0;;19.5;
83781;04/11/2014;0000;;25.6;;
83781;04/11/2014;1200;10.6;;20.5;
83781;05/11/2014;0000;;21.8;;
83781;05/11/2014;1200;24;;18.2;
83781;06/11/2014;0000;;26.9;;
83781;06/11/2014;1200;3.8;;18;
83781;07/11/2014;0000;;30.6;;
83781;07/11/2014;1200;0;;18.4;
83781;08/11/2014;0000;;25.6;;
83781;08/11/2014;1200;9.8;;18.5;
83781;09/11/2014;0000;;25.3;;
83781;09/11/2014;1200;2.7;;18.6;
83781;10/11/2014;0000;;26.8;;
83781;10/11/2014;1200;0;;16.8;
83781;11/11/2014;0000;;28.4;;
83781;11/11/2014;1200;0;;15.1;
83781;12/11/2014;0000;;26.3;;
83781;12/11/2014;1200;0;;16.9;
83781;13/11/2014;0000;;29.9;;
83781;13/11/2014;1200;0;;18.7;
83781;14/11/2014;0000;;20.4;;
83781;14/11/2014;1200;6;;14.9;
83781;15/11/2014;0000;;22.8;;
83781;15/11/2014;1200;0.2;;14.6;
83781;16/11/2014;0000;;24.5;;
83781;16/11/2014;1200;0;;15.7;
83781;17/11/2014;0000;;24.1;;
83781;17/11/2014;1200;0;;13.4;
83781;18/11/2014;0000;;27.7;;
83781;18/11/2014;1200;0;;13.9;
83781;19/11/2014;0000;;30.6;;
83781;19/11/2014;1200;0;;15;
83781;20/11/2014;0000;;27.8;;
83781;20/11/2014;1200;0;;18.6;
83781;21/11/2014;0000;;32.7;;
83781;21/11/2014;1200;0;;18.9;
83781;22/11/2014;0000;;27.6;;
83781;22/11/2014;1200;0.1;;22.2;
83781;23/11/2014;0000;;27.1;;
83781;23/11/2014;1200;0;;18.1;
83781;24/11/2014;0000;;28.6;;
83781;24/11/2014;1200;2.7;;18.5;
83781;25/11/2014;0000;;30.3;;
83781;25/11/2014;1200;0;;20.2;
83781;26/11/2014;0000;;27.3;;
83781;26/11/2014;1200;35;;20.2;
83781;27/11/2014;0000;;24.3;;
83781;27/11/2014;1200;8.8;;19.7;
83781;28/11/2014;0000;;26;;
83781;28/11/2014;1200;0;;17.8;
83781;29/11/2014;0000;;25.1;;
83781;29/11/2014;1200;0;;16.9;
83781;30/11/2014;0000;;27.1;;
83781;30/11/2014;1200;0;;17.7;
83781;01/12/2014;0000;;31.1;;
83781;01/12/2014;1200;2.2;;19.2;
83781;02/12/2014;0000;;29.7;;
83781;02/12/2014;1200;1;;19.5;
83781;03/12/2014;0000;;30.3;;
83781;03/12/2014;1200;0;;20.9;
83781;04/12/2014;0000;;26.2;;
